isic_rev2_4dig;isic_rev2_secdig;isic_rev2_1dig;isic_rev2_2dig;isic_rev2_3dig;isic_rev4_4dig;isic_rev4_secdig;isic_rev4_1dig;isic_rev4_2dig;isic_rev4_3dig
1110;"C";1;11;111;111;"A";0;1;11
1110;"C";1;11;111;112;"A";0;1;11
1110;"C";1;11;111;113;"A";0;1;11
1110;"C";1;11;111;114;"A";0;1;11
1110;"C";1;11;111;115;"A";0;1;11
1110;"C";1;11;111;116;"A";0;1;11
1110;"C";1;11;111;119;"A";0;1;11
1110;"C";1;11;111;121;"A";0;1;12
1110;"C";1;11;111;122;"A";0;1;12
1110;"C";1;11;111;123;"A";0;1;12
1110;"C";1;11;111;124;"A";0;1;12
1110;"C";1;11;111;125;"A";0;1;12
1110;"C";1;11;111;126;"A";0;1;12
1110;"C";1;11;111;127;"A";0;1;12
1110;"C";1;11;111;128;"A";0;1;12
1110;"C";1;11;111;129;"A";0;1;12
1110;"C";1;11;111;130;"A";0;1;13
1110;"C";1;11;111;141;"A";0;1;14
1110;"C";1;11;111;142;"A";0;1;14
1110;"C";1;11;111;143;"A";0;1;14
1110;"C";1;11;111;144;"A";0;1;14
1110;"C";1;11;111;145;"A";0;1;14
1110;"C";1;11;111;146;"A";0;1;14
1110;"C";1;11;111;149;"A";0;1;14
1110;"C";1;11;111;150;"A";0;1;15
1110;"C";1;11;111;161;"A";0;1;16
1110;"C";1;11;111;162;"A";0;1;16
1110;"C";1;11;111;163;"A";0;1;16
1110;"C";1;11;111;164;"A";0;1;16
1110;"C";1;11;111;210;"A";0;2;21
1110;"C";1;11;111;220;"A";0;2;22
1110;"C";1;11;111;230;"A";0;2;23
1110;"C";1;11;111;240;"A";0;2;24
1110;"C";1;11;111;321;"A";0;3;32
1110;"C";1;11;111;322;"A";0;3;32
1110;"C";1;11;111;1102;"C";1;11;110
1110;"C";1;11;111;8130;"N";8;81;813
1120;"C";1;11;112;143;"A";0;1;14
1120;"C";1;11;112;145;"A";0;1;14
1120;"C";1;11;112;146;"A";0;1;14
1120;"C";1;11;112;149;"A";0;1;14
1120;"C";1;11;112;161;"A";0;1;16
1120;"C";1;11;112;162;"A";0;1;16
1120;"C";1;11;112;163;"A";0;1;16
1120;"C";1;11;112;164;"A";0;1;16
1120;"C";1;11;112;321;"A";0;3;32
1120;"C";1;11;112;322;"A";0;3;32
1120;"C";1;11;112;7010;"M";7;70;701
1120;"C";1;11;112;7020;"M";7;70;702
1120;"C";1;11;112;7490;"M";7;74;749
1120;"C";1;11;112;8130;"N";8;81;813
1120;"C";1;11;112;8550;"P";8;85;855
1130;;;;;170;"A";0;1;17
1130;;;;;9499;"S";9;94;949
1210;;;;;113;"A";0;1;11
1210;;;;;119;"A";0;1;11
1210;;;;;125;"A";0;1;12
1210;;;;;128;"A";0;1;12
1210;;;;;129;"A";0;1;12
1210;;;;;130;"A";0;1;13
1210;;;;;210;"A";0;2;21
1210;;;;;220;"A";0;2;22
1210;;;;;230;"A";0;2;23
1210;;;;;240;"A";0;2;24
1220;;;;;129;"A";0;1;12
1220;;;;;130;"A";0;1;13
1220;;;;;210;"A";0;2;21
1220;;;;;220;"A";0;2;22
1220;;;;;230;"A";0;2;23
1220;;;;;240;"A";0;2;24
1301;;;;;170;"A";0;1;17
1301;;;;;311;"A";0;3;31
1301;;;;;312;"A";0;3;31
1301;;;;;9499;"S";9;94;949
1302;;;;;143;"A";0;1;14
1302;;;;;145;"A";0;1;14
1302;;;;;146;"A";0;1;14
1302;;;;;149;"A";0;1;14
1302;;;;;311;"A";0;3;31
1302;;;;;312;"A";0;3;31
1302;;;;;321;"A";0;3;32
1302;;;;;322;"A";0;3;32
2100;;;;;510;"B";0;5;51
2100;;;;;520;"B";0;5;52
2100;;;;;990;"B";0;9;99
2100;;;;;1920;"C";1;19;192
2200;;;;;510;"B";0;5;51
2200;;;;;610;"B";0;6;61
2200;;;;;620;"B";0;6;62
2200;;;;;910;"B";0;9;91
2200;;;;;990;"B";0;9;99
2200;;;;;1920;"C";1;19;192
2301;;;;;710;"B";0;7;71
2301;;;;;990;"B";0;9;99
2302;;;;;721;"B";0;7;72
2302;;;;;729;"B";0;7;72
2302;;;;;990;"B";0;9;99
2901;;;;;810;"B";0;8;81
2901;;;;;899;"B";0;8;89
2901;;;;;990;"B";0;9;99
2902;;;;;891;"B";0;8;89
2902;;;;;990;"B";0;9;99
2903;;;;;893;"B";0;8;89
2903;;;;;990;"B";0;9;99
2909;;;;;810;"B";0;8;81
2909;;;;;892;"B";0;8;89
2909;;;;;899;"B";0;8;89
2909;;;;;990;"B";0;9;99
3111;;;;;1010;"C";1;10;101
3111;;;;;1030;"C";1;10;103
3111;;;;;1071;"C";1;10;107
3111;;;;;1075;"C";1;10;107
3111;;;;;1079;"C";1;10;107
3111;;;;;3530;"D";3;35;353
3112;;;;;1050;"C";1;10;105
3113;;;;;1030;"C";1;10;103
3113;;;;;1071;"C";1;10;107
3113;;;;;1075;"C";1;10;107
3113;;;;;1079;"C";1;10;107
3113;;;;;3530;"D";3;35;353
3114;;;;;1020;"C";1;10;102
3114;;;;;1030;"C";1;10;103
3114;;;;;1071;"C";1;10;107
3114;;;;;1075;"C";1;10;107
3114;;;;;1079;"C";1;10;107
3114;;;;;3530;"D";3;35;353
3115;;;;;1010;"C";1;10;101
3115;;;;;1020;"C";1;10;102
3115;;;;;1040;"C";1;10;104
3115;;;;;1062;"C";1;10;106
3115;;;;;1075;"C";1;10;107
3116;;;;;1030;"C";1;10;103
3116;;;;;1061;"C";1;10;106
3116;;;;;1062;"C";1;10;106
3116;;;;;1075;"C";1;10;107
3117;;;;;1071;"C";1;10;107
3117;;;;;1074;"C";1;10;107
3117;;;;;1075;"C";1;10;107
3118;;;;;1072;"C";1;10;107
3119;;;;;1030;"C";1;10;103
3119;;;;;1073;"C";1;10;107
3119;;;;;1075;"C";1;10;107
3121;;;;;1030;"C";1;10;103
3121;;;;;1062;"C";1;10;106
3121;;;;;1071;"C";1;10;107
3121;;;;;1072;"C";1;10;107
3121;;;;;1073;"C";1;10;107
3121;;;;;1074;"C";1;10;107
3121;;;;;1075;"C";1;10;107
3121;;;;;1079;"C";1;10;107
3121;;;;;2011;"C";2;20;201
3121;;;;;2029;"C";2;20;202
3121;;;;;2610;"C";2;26;261
3121;;;;;2680;"C";2;26;268
3121;;;;;2817;"C";2;28;281
3121;;;;;3530;"D";3;35;353
3122;;;;;1061;"C";1;10;106
3122;;;;;1080;"C";1;10;108
3131;;;;;1101;"C";1;11;110
3131;;;;;2011;"C";2;20;201
3132;;;;;1102;"C";1;11;110
3133;;;;;1103;"C";1;11;110
3134;;;;;1104;"C";1;11;110
3140;"D";3;31;314;1200;"C";1;12;120
3211;;;;;161;"A";0;1;16
3211;;;;;162;"A";0;1;16
3211;;;;;163;"A";0;1;16
3211;;;;;164;"A";0;1;16
3211;;;;;1311;"C";1;13;131
3211;;;;;1312;"C";1;13;131
3211;;;;;1313;"C";1;13;131
3211;;;;;1399;"C";1;13;139
3211;;;;;1709;"C";1;17;170
3211;;;;;2030;"C";2;20;203
3211;;;;;2310;"C";2;23;231
3211;;;;;3313;"C";3;33;331
3211;;;;;3319;"C";3;33;331
3211;;;;;8020;"N";8;80;802
3211;;;;;8130;"N";8;81;813
3211;;;;;9512;"S";9;95;951
3211;;;;;9521;"S";9;95;952
3211;;;;;9522;"S";9;95;952
3211;;;;;9523;"S";9;95;952
3211;;;;;9524;"S";9;95;952
3211;;;;;9529;"S";9;95;952
3212;;;;;1392;"C";1;13;139
3212;;;;;2220;"C";2;22;222
3212;;;;;2610;"C";2;26;261
3212;;;;;2733;"C";2;27;273
3212;;;;;3250;"C";3;32;325
3212;;;;;3290;"C";3;32;329
3212;;;;;3314;"C";3;33;331
3212;;;;;3319;"C";3;33;331
3213;;;;;1391;"C";1;13;139
3213;;;;;1430;"C";1;14;143
3214;;;;;1393;"C";1;13;139
3214;;;;;1629;"C";1;16;162
3214;;;;;3290;"C";3;32;329
3214;;;;;3319;"C";3;33;331
3215;;;;;1394;"C";1;13;139
3215;;;;;3319;"C";3;33;331
3219;;;;;1313;"C";1;13;131
3219;;;;;1399;"C";1;13;139
3219;;;;;1420;"C";1;14;142
3219;;;;;1511;"C";1;15;151
3219;;;;;1512;"C";1;15;151
3219;;;;;1629;"C";1;16;162
3219;;;;;1709;"C";1;17;170
3219;;;;;2029;"C";2;20;202
3219;;;;;2219;"C";2;22;221
3219;;;;;2220;"C";2;22;222
3219;;;;;2599;"C";2;25;259
3219;;;;;2829;"C";2;28;282
3219;;;;;3092;"C";3;30;309
3219;;;;;3212;"C";3;32;321
3219;;;;;3290;"C";3;32;329
3219;;;;;3312;"C";3;33;331
3219;;;;;3830;"E";3;38;383
3220;"D";3;32;322;1313;"C";1;13;131
3220;"D";3;32;322;1410;"C";1;14;141
3220;"D";3;32;322;1420;"C";1;14;142
3220;"D";3;32;322;1511;"C";1;15;151
3220;"D";3;32;322;3290;"C";3;32;329
3231;;;;;1511;"C";1;15;151
3232;;;;;1420;"C";1;14;142
3232;;;;;1511;"C";1;15;151
3233;;;;;1399;"C";1;13;139
3233;;;;;1512;"C";1;15;151
3233;;;;;1629;"C";1;16;162
3233;;;;;1709;"C";1;17;170
3233;;;;;2029;"C";2;20;202
3233;;;;;2219;"C";2;22;221
3233;;;;;2220;"C";2;22;222
3233;;;;;2599;"C";2;25;259
3233;;;;;2829;"C";2;28;282
3233;;;;;3092;"C";3;30;309
3233;;;;;3212;"C";3;32;321
3233;;;;;3290;"C";3;32;329
3233;;;;;3312;"C";3;33;331
3240;;;;;1512;"C";1;15;151
3240;;;;;1520;"C";1;15;152
3240;;;;;1629;"C";1;16;162
3240;;;;;2219;"C";2;22;221
3240;;;;;2220;"C";2;22;222
3240;;;;;2599;"C";2;25;259
3240;;;;;2817;"C";2;28;281
3240;;;;;3230;"C";3;32;323
3240;;;;;3290;"C";3;32;329
3240;;;;;3311;"C";3;33;331
3311;"D";3;33;331;1610;"C";1;16;161
3311;"D";3;33;331;1621;"C";1;16;162
3311;"D";3;33;331;1622;"C";1;16;162
3311;"D";3;33;331;1623;"C";1;16;162
3311;"D";3;33;331;3319;"C";3;33;331
3312;"D";3;33;331;1623;"C";1;16;162
3312;"D";3;33;331;1629;"C";1;16;162
3312;"D";3;33;331;3290;"C";3;32;329
3312;"D";3;33;331;3319;"C";3;33;331
3319;;;;;1399;"C";1;13;139
3319;;;;;1512;"C";1;15;151
3319;;;;;1520;"C";1;15;152
3319;;;;;1610;"C";1;16;161
3319;;;;;1629;"C";1;16;162
3319;;;;;1709;"C";1;17;170
3319;;;;;2029;"C";2;20;202
3319;;;;;2219;"C";2;22;221
3319;;;;;2220;"C";2;22;222
3319;;;;;2599;"C";2;25;259
3319;;;;;2829;"C";2;28;282
3319;;;;;3092;"C";3;30;309
3319;;;;;3212;"C";3;32;321
3319;;;;;3230;"C";3;32;323
3319;;;;;3290;"C";3;32;329
3319;;;;;3312;"C";3;33;331
3319;;;;;3319;"C";3;33;331
3320;"D";3;33;332;1392;"C";1;13;139
3320;"D";3;33;332;1399;"C";1;13;139
3320;"D";3;33;332;1512;"C";1;15;151
3320;"D";3;33;332;1629;"C";1;16;162
3320;"D";3;33;332;1709;"C";1;17;170
3320;"D";3;33;332;2029;"C";2;20;202
3320;"D";3;33;332;2219;"C";2;22;221
3320;"D";3;33;332;2220;"C";2;22;222
3320;"D";3;33;332;2599;"C";2;25;259
3320;"D";3;33;332;2817;"C";2;28;281
3320;"D";3;33;332;2829;"C";2;28;282
3320;"D";3;33;332;2930;"C";2;29;293
3320;"D";3;33;332;3011;"C";3;30;301
3320;"D";3;33;332;3020;"C";3;30;302
3320;"D";3;33;332;3030;"C";3;30;303
3320;"D";3;33;332;3092;"C";3;30;309
3320;"D";3;33;332;3100;"C";3;31;310
3320;"D";3;33;332;3212;"C";3;32;321
3320;"D";3;33;332;3250;"C";3;32;325
3320;"D";3;33;332;3290;"C";3;32;329
3320;"D";3;33;332;3312;"C";3;33;331
3320;"D";3;33;332;3319;"C";3;33;331
3320;"D";3;33;332;9524;"S";9;95;952
3411;;;;;1312;"C";1;13;131
3411;;;;;1621;"C";1;16;162
3411;;;;;1701;"C";1;17;170
3411;;;;;1702;"C";1;17;170
3411;;;;;2399;"C";2;23;239
3411;;;;;3290;"C";3;32;329
3411;;;;;3319;"C";3;33;331
3412;;;;;1702;"C";1;17;170
3412;;;;;1709;"C";1;17;170
3412;;;;;1811;"C";1;18;181
3412;;;;;2220;"C";2;22;222
3419;;;;;1512;"C";1;15;151
3419;;;;;1520;"C";1;15;152
3419;;;;;1629;"C";1;16;162
3419;;;;;1701;"C";1;17;170
3419;;;;;1709;"C";1;17;170
3419;;;;;1811;"C";1;18;181
3419;;;;;2219;"C";2;22;221
3419;;;;;2220;"C";2;22;222
3419;;;;;3230;"C";3;32;323
3420;"D";3;34;342;1709;"C";1;17;170
3420;"D";3;34;342;1811;"C";1;18;181
3420;"D";3;34;342;1812;"C";1;18;181
3420;"D";3;34;342;2220;"C";2;22;222
3420;"D";3;34;342;3290;"C";3;32;329
3420;"D";3;34;342;5811;"J";5;58;581
3420;"D";3;34;342;5812;"J";5;58;581
3420;"D";3;34;342;5813;"J";5;58;581
3420;"D";3;34;342;5819;"J";5;58;581
3420;"D";3;34;342;5920;"J";5;59;592
3511;"D";3;35;351;1079;"C";1;10;107
3511;"D";3;35;351;1910;"C";1;19;191
3511;"D";3;35;351;2011;"C";2;20;201
3511;"D";3;35;351;2012;"C";2;20;201
3511;"D";3;35;351;2029;"C";2;20;202
3511;"D";3;35;351;2100;"C";2;21;210
3511;"D";3;35;351;2420;"C";2;24;242
3511;"D";3;35;351;2610;"C";2;26;261
3511;"D";3;35;351;2680;"C";2;26;268
3511;"D";3;35;351;2817;"C";2;28;281
3511;"D";3;35;351;3812;"E";3;38;381
3511;"D";3;35;351;3821;"E";3;38;382
3511;"D";3;35;351;3822;"E";3;38;382
3512;"D";3;35;351;2012;"C";2;20;201
3512;"D";3;35;351;2021;"C";2;20;202
3512;"D";3;35;351;3821;"E";3;38;382
3513;;;;;2013;"C";2;20;201
3513;;;;;2030;"C";2;20;203
3513;;;;;2219;"C";2;22;221
3513;;;;;2220;"C";2;22;222
3513;;;;;2610;"C";2;26;261
3513;;;;;2733;"C";2;27;273
3513;;;;;2812;"C";2;28;281
3513;;;;;3290;"C";3;32;329
3513;;;;;3314;"C";3;33;331
3513;;;;;3319;"C";3;33;331
3521;;;;;2022;"C";2;20;202
3522;;;;;2100;"C";2;21;210
3522;;;;;3250;"C";3;32;325
3523;;;;;2023;"C";2;20;202
3529;;;;;1079;"C";1;10;107
3529;;;;;1399;"C";1;13;139
3529;;;;;1512;"C";1;15;151
3529;;;;;1629;"C";1;16;162
3529;;;;;1709;"C";1;17;170
3529;;;;;2011;"C";2;20;201
3529;;;;;2022;"C";2;20;202
3529;;;;;2023;"C";2;20;202
3529;;;;;2029;"C";2;20;202
3529;;;;;2219;"C";2;22;221
3529;;;;;2220;"C";2;22;222
3529;;;;;2520;"C";2;25;252
3529;;;;;2599;"C";2;25;259
3529;;;;;2610;"C";2;26;261
3529;;;;;2680;"C";2;26;268
3529;;;;;2817;"C";2;28;281
3529;;;;;2829;"C";2;28;282
3529;;;;;3030;"C";3;30;303
3529;;;;;3040;"C";3;30;304
3529;;;;;3092;"C";3;30;309
3529;;;;;3212;"C";3;32;321
3529;;;;;3290;"C";3;32;329
3529;;;;;3311;"C";3;33;331
3529;;;;;3312;"C";3;33;331
3530;"D";3;35;353;1920;"C";1;19;192
3540;;;;;510;"B";0;5;51
3540;;;;;520;"B";0;5;52
3540;;;;;990;"B";0;9;99
3540;;;;;1312;"C";1;13;131
3540;;;;;1399;"C";1;13;139
3540;;;;;1512;"C";1;15;151
3540;;;;;1629;"C";1;16;162
3540;;;;;1709;"C";1;17;170
3540;;;;;1910;"C";1;19;191
3540;;;;;1920;"C";1;19;192
3540;;;;;2029;"C";2;20;202
3540;;;;;2219;"C";2;22;221
3540;;;;;2220;"C";2;22;222
3540;;;;;2399;"C";2;23;239
3540;;;;;2599;"C";2;25;259
3540;;;;;2829;"C";2;28;282
3540;;;;;3092;"C";3;30;309
3540;;;;;3212;"C";3;32;321
3540;;;;;3290;"C";3;32;329
3540;;;;;3312;"C";3;33;331
3540;;;;;3319;"C";3;33;331
3551;;;;;2211;"C";2;22;221
3551;;;;;2219;"C";2;22;221
3551;;;;;2220;"C";2;22;222
3551;;;;;2812;"C";2;28;281
3551;;;;;3290;"C";3;32;329
3551;;;;;3319;"C";3;33;331
3559;;;;;1079;"C";1;10;107
3559;;;;;1512;"C";1;15;151
3559;;;;;1520;"C";1;15;152
3559;;;;;1629;"C";1;16;162
3559;;;;;2011;"C";2;20;201
3559;;;;;2029;"C";2;20;202
3559;;;;;2219;"C";2;22;221
3559;;;;;2220;"C";2;22;222
3559;;;;;2610;"C";2;26;261
3559;;;;;2640;"C";2;26;264
3559;;;;;2680;"C";2;26;268
3559;;;;;2720;"C";2;27;272
3559;;;;;2812;"C";2;28;281
3559;;;;;2817;"C";2;28;281
3559;;;;;2829;"C";2;28;282
3559;;;;;3011;"C";3;30;301
3559;;;;;3012;"C";3;30;301
3559;;;;;3230;"C";3;32;323
3559;;;;;3240;"C";3;32;324
3559;;;;;3290;"C";3;32;329
3559;;;;;3312;"C";3;33;331
3559;;;;;3314;"C";3;33;331
3559;;;;;3315;"C";3;33;331
3559;;;;;3319;"C";3;33;331
3559;;;;;3830;"E";3;38;383
3560;;;;;1079;"C";1;10;107
3560;;;;;1392;"C";1;13;139
3560;;;;;1399;"C";1;13;139
3560;;;;;1512;"C";1;15;151
3560;;;;;1520;"C";1;15;152
3560;;;;;1629;"C";1;16;162
3560;;;;;1709;"C";1;17;170
3560;;;;;2011;"C";2;20;201
3560;;;;;2029;"C";2;20;202
3560;;;;;2219;"C";2;22;221
3560;;;;;2220;"C";2;22;222
3560;;;;;2599;"C";2;25;259
3560;;;;;2610;"C";2;26;261
3560;;;;;2680;"C";2;26;268
3560;;;;;2720;"C";2;27;272
3560;;;;;2733;"C";2;27;273
3560;;;;;2811;"C";2;28;281
3560;;;;;2817;"C";2;28;281
3560;;;;;2829;"C";2;28;282
3560;;;;;2930;"C";2;29;293
3560;;;;;3011;"C";3;30;301
3560;;;;;3020;"C";3;30;302
3560;;;;;3030;"C";3;30;303
3560;;;;;3092;"C";3;30;309
3560;;;;;3100;"C";3;31;310
3560;;;;;3212;"C";3;32;321
3560;;;;;3230;"C";3;32;323
3560;;;;;3290;"C";3;32;329
3560;;;;;3312;"C";3;33;331
3560;;;;;3314;"C";3;33;331
3560;;;;;3319;"C";3;33;331
3560;;;;;3830;"E";3;38;383
3560;;;;;9524;"S";9;95;952
3610;"D";3;36;361;2392;"C";2;23;239
3610;"D";3;36;361;2393;"C";2;23;239
3620;;;;;2310;"C";2;23;231
3620;;;;;2599;"C";2;25;259
3620;;;;;2630;"C";2;26;263
3620;;;;;2651;"C";2;26;265
3620;;;;;2733;"C";2;27;273
3620;;;;;2740;"C";2;27;274
3620;;;;;2790;"C";2;27;279
3620;;;;;2822;"C";2;28;282
3620;;;;;2930;"C";2;29;293
3620;;;;;3020;"C";3;30;302
3620;;;;;3313;"C";3;33;331
3620;;;;;3314;"C";3;33;331
3620;;;;;3319;"C";3;33;331
3691;"D";3;36;369;2391;"C";2;23;239
3691;"D";3;36;369;2392;"C";2;23;239
3692;"D";3;36;369;2394;"C";2;23;239
3699;"D";3;36;369;892;"B";0;8;89
3699;"D";3;36;369;990;"B";0;9;99
3699;"D";3;36;369;1312;"C";1;13;131
3699;"D";3;36;369;1399;"C";1;13;139
3699;"D";3;36;369;1512;"C";1;15;151
3699;"D";3;36;369;1629;"C";1;16;162
3699;"D";3;36;369;1709;"C";1;17;170
3699;"D";3;36;369;2029;"C";2;20;202
3699;"D";3;36;369;2219;"C";2;22;221
3699;"D";3;36;369;2220;"C";2;22;222
3699;"D";3;36;369;2310;"C";2;23;231
3699;"D";3;36;369;2391;"C";2;23;239
3699;"D";3;36;369;2395;"C";2;23;239
3699;"D";3;36;369;2396;"C";2;23;239
3699;"D";3;36;369;2399;"C";2;23;239
3699;"D";3;36;369;2420;"C";2;24;242
3699;"D";3;36;369;2599;"C";2;25;259
3699;"D";3;36;369;2630;"C";2;26;263
3699;"D";3;36;369;2651;"C";2;26;265
3699;"D";3;36;369;2733;"C";2;27;273
3699;"D";3;36;369;2740;"C";2;27;274
3699;"D";3;36;369;2790;"C";2;27;279
3699;"D";3;36;369;2822;"C";2;28;282
3699;"D";3;36;369;2829;"C";2;28;282
3699;"D";3;36;369;2930;"C";2;29;293
3699;"D";3;36;369;3020;"C";3;30;302
3699;"D";3;36;369;3092;"C";3;30;309
3699;"D";3;36;369;3212;"C";3;32;321
